booking_code,customer_id,ticket_source_name,created_date,trip_date,from_to,comp_id,bus_rating,vehicle_type,seat_type,quantity,total_fare,customer_type
73432,vU58yKh1FOMh+ppLE8IQ, Android,8/2/2020,8/3/2020,Hồ Chí Minh - Khánh Hòa,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,1,432000,New Customer
16Y8W,VUFWYYLBcvdo8VEc77jQ, iOS,7/26/2020,7/30/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,360000,Old Customer
S0953,VUFWYYLBcvdo8VEc77jQ, iOS,7/23/2020,7/28/2020,Hồ Chí Minh - Lâm Đồng,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,360000,Old Customer
26WQF,VUFWYYLBcvdo8VEc77jQ, iOS,7/10/2020,7/23/2020,Hồ Chí Minh - Bình Định,5EafpqQEaU2Mc/MRhY0pFyjsO3sLiFLjW4aecmmKPCU,3.8,limousine,Sleeper,2,1152000,New Customer
RQ6FT,VUFWYYLBcvdo8VEc77jQ, iOS,7/10/2020,7/25/2020,Bình Định - Phú Yên,BNCDvQ/8mdxe7kQdxxInP/2NcQN3RdyskhIcaIch5Vs,3.8,limousine,Seater,2,350400,New Customer
68G7J,VUFWYYLBcvdo8VEc77jQ, iOS,7/10/2020,7/27/2020,Phú Yên - Hồ Chí Minh,INZ1WzQv8EaxIS1/utAkr2oip5KtEceXC7wdqJqP3uE,2.6,limousine,Sleeper,2,1200000,New Customer
K23P0,VuJFbO46+3EJg30Nigcg, iOS,8/2/2020,8/5/2020,Ninh Thuận - Hồ Chí Minh,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,128000,Old Customer
Z4L84,VuJFbO46+3EJg30Nigcg, iOS,7/13/2020,7/14/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,128000,Old Customer
9D61P,VuJFbO46+3EJg30Nigcg, iOS,7/6/2020,7/7/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,378000,Old Customer
957J4,VuoxVNopgc3r3RCellsg, iOS,7/8/2020,7/8/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,456000,Old Customer
07466,vUR4TEbg29q/ONxAdGyQ, iOS,8/27/2020,8/28/2020,Hồ Chí Minh - Đắk Lắk,ygxVkFiJz5+llXd/h1RlFggPbpeB4t3JhGuCnOPleb0,4.2,normal,Sleeper,3,720000,Old Customer
2RE5E,vUR4TEbg29q/ONxAdGyQ, iOS,8/27/2020,8/30/2020,Đắk Lắk - Hồ Chí Minh,ygxVkFiJz5+llXd/h1RlFggPbpeB4t3JhGuCnOPleb0,4.2,normal,Sleeper,3,720000,Old Customer
S8E2H,vUR4TEbg29q/ONxAdGyQ, iOS,7/24/2020,7/26/2020,Khánh Hòa - Hồ Chí Minh,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,2,576000,Old Customer
J7598,VUWF46HJapaJk9bmxCCg, Android,7/25/2020,7/26/2020,Khánh Hòa - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,320000,Old Customer
9L50A,VUWF46HJapaJk9bmxCCg, Android,7/24/2020,7/24/2020,Hồ Chí Minh - Khánh Hòa,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,160000,New Customer
CHUBO,Vv0LEJSUrHWjJwbLQCug, iOS,8/3/2020,8/3/2020,Hồ Chí Minh - Gia Lai,HQyblKF6/tOIB8ImRa03P3ei0O3Fgt1roQW9qFkyi2E,3.9,normal,Sleeper,2,792000,Old Customer
29D1B,vvDD+3Rxm+OTZHhe5CSw, iOS,7/29/2020,7/31/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,144000,Old Customer
TK239,vvDD+3Rxm+OTZHhe5CSw, iOS,7/22/2020,7/24/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,192000,Old Customer
Q812Q,vVNbjNqGonuAqqtfuztg, iOS,7/13/2020,7/20/2020,Bà Rịa-Vũng Tàu - Bình Dương,2I+s/UqfUU96S+QwUanvomiyFRb/I1itwC69VsffUfw,4.7,limousine,Seater,4,672000,Old Customer
O7M7S,vVNbjNqGonuAqqtfuztg, iOS,7/1/2020,7/17/2020,Bình Dương - Bà Rịa-Vũng Tàu,2I+s/UqfUU96S+QwUanvomiyFRb/I1itwC69VsffUfw,4.7,limousine,Seater,4,672000,Old Customer
D3QO8,vVZwz4XhU0nPDUNnwLDg, iOS,7/4/2020,7/4/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,320000,New Customer
L3K32,vWA6WqpOpE+9q0uSyASQ, iOS,7/15/2020,7/15/2020,Hồ Chí Minh - Khánh Hòa,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,240000,New Customer
16XI9,VWal+fgSiWwXhrXJLUIA, iOS,8/21/2020,8/22/2020,Hà Nội - Hà Nam,cuvrcXUD6cQedKdBob1RNgklQU8yn6XW7TyzU5yrXnc,4.3,limousine,Seater,1,120000,Old Customer
767CW,VWal+fgSiWwXhrXJLUIA, iOS,8/15/2020,8/15/2020,Hà Nội - Hà Nam,cuvrcXUD6cQedKdBob1RNgklQU8yn6XW7TyzU5yrXnc,4.3,limousine,Seater,1,120000,Old Customer
0D499,vWdwMSDJL7tuh8mSFFmA, iOS,8/16/2020,8/17/2020,Hồ Chí Minh - Sóc Trăng,jjzmrKtb0N4OM2FmtKAxvNcQ/ZDyadp+6B44PVAy+sQ,2.8,limousine,Sleeper,1,780000,Old Customer
7R6WN,vWdwMSDJL7tuh8mSFFmA, iOS,8/14/2020,8/14/2020,Sóc Trăng - Hồ Chí Minh,jjzmrKtb0N4OM2FmtKAxvNcQ/ZDyadp+6B44PVAy+sQ,2.8,limousine,Sleeper,1,300000,Old Customer
6X676,Vwhw7Y3PfkuVVxLa3IEw, Android,7/27/2020,7/29/2020,Quảng Ninh - Hà Nội,0HbXjrCcu7NJ4wEyc/o5GSBRSqPgvG3HcWnyIM3+bvc,2.7,limousine,Seater,1,360000,Old Customer
R91W3,vXCnq9qFJtb4sykYLmEg, Android,8/4/2020,8/4/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,432000,New Customer
PKQE4,vXFlxhiDUBP8HlPzEPHg, Android,7/4/2020,7/5/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,tFSOR2E5U9C5gUT/B1rcSWJnwLiK0uK4YxVtuvNLfcc,4.4,limousine,Seater,2,256000,Old Customer
C51NI,vXFlxhiDUBP8HlPzEPHg, Android,7/1/2020,7/4/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,384000,New Customer
6N92R,vxiq5I1h1GKU3a0n89jQ, iOS,8/26/2020,8/26/2020,Quảng Ninh - Hà Nội,j/dw7ZtOv1m1os6BhXM9R4gUik7WjzMBXnuJURni5XM,4.7,normal,Seater,1,300000,Old Customer
R7A5S,vxiq5I1h1GKU3a0n89jQ, iOS,7/17/2020,7/18/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,192000,Old Customer
B2S70,vxiq5I1h1GKU3a0n89jQ, iOS,7/16/2020,7/17/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
B2S70,vxiq5I1h1GKU3a0n89jQ, iOS,7/16/2020,7/17/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
87Q1S,vxrhSXao01uqYUc0q3Tg, iOS,7/15/2020,7/18/2020,Phú Yên - Hồ Chí Minh,ugVDwYZjDXEFvjunZSRZSCnO9l5d6xpNTTwMN22cAk0,4.2,limousine,Sleeper,1,420000,New Customer
B1V2H,vYaI/N/DjDmOsBaz28ZA, iOS,7/21/2020,7/22/2020,Gia Lai - Hà Nội,UCbTec+94M1LtoNrTii2Qud9b8QQQTb4PefazpWrdD4,4,normal,Sleeper,1,464000,Old Customer
3S3GS,VYAuIYcta/RXUcsDGr1w, iOS,7/12/2020,7/12/2020,Lâm Đồng - Hồ Chí Minh,QF098kNOCsCKFo+D/X9uuk4AIaywyYQt0pF52KGCQLc,4,limousine,Sleeper,2,608000,Old Customer
CMAEF,vYC4wvkFPaJMz6ugO/hQ, iOS,8/25/2020,8/26/2020,Hồ Chí Minh - Quảng Ngãi,dAo9AwXExdJm+qjz3UyS+cXHuge1exZpPT7ThfrFumw,3.1,normal,Sleeper,1,360000,Old Customer
69TVY,vYcC6VJfJhtEPta7awcg, Android,7/16/2020,7/18/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,1,360000,Old Customer
LKDF6,vYcC6VJfJhtEPta7awcg, Android,7/16/2020,7/17/2020,Khánh Hòa - Hồ Chí Minh,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,348000,Old Customer
AD8G9,vYcC6VJfJhtEPta7awcg, Android,7/5/2020,7/7/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,720000,New Customer
VU583,VYcE6CUdjuHegGsjGhCQ, iOS,7/23/2020,7/24/2020,Hà Tĩnh - Hà Nội,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,New Customer
75Y6N,vyq07L+6n3ZAhfSUquEw, iOS,8/14/2020,8/15/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,240000,New Customer
8EUC5,vYttDsZcH37OwA/fLFeg, iOS,8/7/2020,8/8/2020,Hòa Bình - Hà Nội,VOmXgn4DJd7LBgLVcAMwo1/bK+qKZV4m78VtZ3cluh4,5,limousine,Seater,2,408000,Old Customer
I2121,vYttDsZcH37OwA/fLFeg, iOS,8/4/2020,8/5/2020,Hà Nội - Hòa Bình,VOmXgn4DJd7LBgLVcAMwo1/bK+qKZV4m78VtZ3cluh4,5,limousine,Seater,2,272000,Old Customer
I0N6F,vYttDsZcH37OwA/fLFeg, iOS,7/5/2020,7/6/2020,Hà Giang - Hà Nội,4kB4TFg3XdjE7hGxzpckIrJett6Nh9mfH7Xocf5sHhc,3.8,limousine,Seater,1,240000,Old Customer
G841D,vz8VQ0QtU0wud2vTSQGw, iOS,7/7/2020,7/8/2020,Đắk Lắk - Hồ Chí Minh,f5iFSOWphf0KrtQ/iz6GOWzi392IpUDzr35bdnQNvd0,4.1,limousine,Sleeper,1,360000,Old Customer
4I0RN,vz8VQ0QtU0wud2vTSQGw, iOS,7/1/2020,7/1/2020,Đắk Lắk - Hồ Chí Minh,f5iFSOWphf0KrtQ/iz6GOWzi392IpUDzr35bdnQNvd0,4.1,limousine,Sleeper,1,360000,Old Customer
L8EM0,VZJR9RA6ew8xHwnwXx9g, iOS,7/7/2020,7/8/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lsflCU0tfkL7xAt53u1glgiDeVVPMwsRNQEojVnmVV4,3.5,limousine,Seater,5,960000,New Customer
L62GB,VZMeEVf5ec4L8VqehS8w, Android,8/27/2020,9/1/2020,Hồ Chí Minh - Khánh Hòa,8vV+zp4z7QG/vEnNk7tOynx604GjCvjWymEWFCSCV3c,4.1,normal,Sleeper,1,160000,Old Customer
G9738,vZn2XTVqILUXdr8eP4ug, iOS,7/16/2020,7/18/2020,Hồ Chí Minh - Gia Lai,1yrxZr9qd18IDxIuoozn08ChmD47SiEC6LLIvGHUW3E,4.3,normal,Sleeper,1,200000,Old Customer
G6A24,vzU9fN+lGGQnFuTrPDEA, Android,7/23/2020,7/23/2020,Vĩnh Phúc - Hà Nội,CdTOCAw2Q1XKOQcogaFAzLxQakyjypwWwRm9TXzPKEI,3.4,limousine,Seater,2,312000,Old Customer
V9747,vzU9fN+lGGQnFuTrPDEA, Android,7/21/2020,7/22/2020,Hà Nội - Vĩnh Phúc,CdTOCAw2Q1XKOQcogaFAzLxQakyjypwWwRm9TXzPKEI,3.4,limousine,Seater,2,208000,New Customer
25OQ0,W/rWTNuhcisuf0aJu+pA, iOS,8/12/2020,8/12/2020,Hà Nội - Nghệ An,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,240000,Old Customer
KJ9T7,W/Zj91uYNSC5qfOSxC5w, iOS,7/28/2020,7/28/2020,Trà Vinh - Hồ Chí Minh,LxRzKihOv0IAcAH+cvrU02yS3QRwjWYFPx9gLPmh+/c,3.4,normal,Sleeper,1,104000,Old Customer
84TML,W+faLIVyEblPTHopKXEw, Android,8/17/2020,8/23/2020,Cần Thơ - Hồ Chí Minh,cnpnkH+fT1OWzOc++cOLb0NC65Ml0nUh6WLmMpzB3g8,4.1,limousine,Seater,1,216000,Old Customer
7H2S9,W+faLIVyEblPTHopKXEw, Android,8/16/2020,8/21/2020,Hồ Chí Minh - Cần Thơ,cnpnkH+fT1OWzOc++cOLb0NC65Ml0nUh6WLmMpzB3g8,4.1,limousine,Seater,1,216000,Old Customer
9WYK6,W+faLIVyEblPTHopKXEw, Android,8/15/2020,8/16/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,/0tyLu4Sw+JtF8QKO/Pt43DUjfpY8Ixqj/vI7jb/Zks,3.9,limousine,Seater,2,384000,Old Customer
IQ08N,W+faLIVyEblPTHopKXEw, Android,7/12/2020,7/13/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,3rd2jkUC0b7Au5AtNWmvJmv9B3AsGKWklQMDQTJK3t0,4.5,limousine,Seater,1,128000,Old Customer
7Z01M,W+faLIVyEblPTHopKXEw, Android,7/10/2020,7/12/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,AAkxgTNuXvJtl9C76EfD573eJEQ2a2FUlmkR0qW3Rtg,4.2,limousine,Seater,1,192000,Old Customer
12OQ9,w+FRvuuKnjCrcCA71LEg, iOS,8/24/2020,8/24/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,304000,Old Customer
J3OXI,w+FRvuuKnjCrcCA71LEg, iOS,8/22/2020,8/22/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,252000,Old Customer
55CQ4,w+FRvuuKnjCrcCA71LEg, iOS,8/1/2020,8/2/2020,Khánh Hòa - Hồ Chí Minh,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,1,300000,Old Customer
87H78,w0MiQeGaFi3Li6kEb4Uw, iOS,7/9/2020,7/10/2020,Khánh Hòa - Đà Nẵng,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,4,736000,Old Customer
85P1V,W0O7hrbGQaEy2KL6zD2A, Android,7/15/2020,7/16/2020,Bình Dương - Lâm Đồng,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,4,576000,New Customer
TG52L,w0VHIkpmv/NAaZ2nGQPA, Android,7/16/2020,7/17/2020,Đà Nẵng - Hà Nội,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,2,496000,Old Customer
1IRN7,w0VHIkpmv/NAaZ2nGQPA, Android,7/13/2020,7/14/2020,Hà Nội - Đà Nẵng,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,2,984000,New Customer
JX02P,W0WSdf6jQH8BHWcUb5dA, iOS,7/1/2020,7/3/2020,Khánh Hòa - Bình Dương,8nxh1SsRcD9uEKZ6QnVHD+IAzUSNXwta63+5qJTZWDQ,,normal,Sleeper,1,222000,Old Customer
EEC81,w1i/E+bUfdrK1CFCUEvg, iOS,7/14/2020,7/20/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,96000,Old Customer
9A3TC,w1i/E+bUfdrK1CFCUEvg, iOS,7/12/2020,7/15/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,3,288000,New Customer
FNP40,W1nEbUdjpUMT/z/JxGhQ, iOS,7/12/2020,7/17/2020,Hà Nội - Quảng Ninh,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,3,792000,Old Customer
ERKEP,W1nEbUdjpUMT/z/JxGhQ, iOS,7/12/2020,7/19/2020,Quảng Ninh - Hà Nội,HXEqFJYH5HrUufhxwng+XAu4VrZ2gI0J++aJ9FZ+sJw,4.8,limousine,Seater,3,528000,Old Customer
832J8,W22+mo1scAaj9Sl8Rc5Q, Android,8/19/2020,8/19/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,/0tyLu4Sw+JtF8QKO/Pt43DUjfpY8Ixqj/vI7jb/Zks,3.9,limousine,Seater,1,192000,New Customer
19RZH,w27wChnJ+2Ath5VDXqUA, iOS,8/8/2020,8/9/2020,Gia Lai - Hồ Chí Minh,OJHX/bGaz4I1GeNk/U+BhqCQ9I69F4/2wzUqkay6nkA,4.6,normal,Sleeper,1,600000,Old Customer
5INCY,w27wChnJ+2Ath5VDXqUA, iOS,8/3/2020,8/5/2020,Hồ Chí Minh - Gia Lai,OJHX/bGaz4I1GeNk/U+BhqCQ9I69F4/2wzUqkay6nkA,4.6,normal,Sleeper,1,600000,Old Customer
N667T,w3MqpRBZl6v3zUyasG4Q, Android,7/7/2020,7/12/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,1,252000,Old Customer
7H2XP,W3OEJyV5TNWOoZlX0/ew, Android,8/2/2020,8/2/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,1,192000,New Customer
EP452,W3Tvha5XS0sTRyv0qsjg, iOS,8/9/2020,8/9/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,160000,Old Customer
PX2WP,W3Tvha5XS0sTRyv0qsjg, iOS,7/11/2020,7/11/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,240000,Old Customer
2EP8A,W57ENFAz04jl5wOeXNcA, Android,8/9/2020,8/10/2020,Hồ Chí Minh - Đắk Nông,92flOzpDXfO9DHsIL0Z8BEmdobPhmLLqunqo7Ba5DQc,5,normal,Sleeper,3,528000,New Customer
7WQ2P,W5LeLSe4ODkwRjXLWnIw, Android,8/1/2020,8/2/2020,Gia Lai - Hồ Chí Minh,YePb3oM1EzlsJS/amunwXIoGJmtIoQGCwEO+OaJjvnA,5,normal,Sleeper,1,200000,Old Customer
45172,W6IMow3ObPCcL9aC22Zg, iOS,8/14/2020,8/17/2020,Hồ Chí Minh - Khánh Hòa,30dR03KsYbSO+A+wNXESZLvmAmMzwcnPxZT7b1bxioA,2.9,limousine,Sleeper,1,184000,New Customer
1W545,W6lB2vzeUM/Ln0qAbxDw, iOS,7/25/2020,7/25/2020,Hà Nội - Quảng Ninh,lD9ywzYh/8sWQjaTOnSyRlx2xVFz/Fp/6SiLnSKgqJk,4.3,limousine,Seater,2,552000,New Customer
L386B,w6rzdSBIwYBFr2TxjKcw, Android,8/21/2020,8/23/2020,Bình Thuận - Hồ Chí Minh,0CjrvlFTB0WtkbXzbICEsrAqoexAcrY5otb44hQzxGg,4.8,normal,Sleeper,1,112000,Old Customer
918O6,w7aOLQ7XwD82OgFyY+kg, iOS,7/26/2020,7/27/2020,Đà Nẵng - Ninh Bình,//XMzUqXBLuid6CtgJg45hztTkG81Ct2U+v76OCOWfk,3.9,normal,Sleeper,1,480000,New Customer
JZ779,W98WMYzOwm9Ye7K0kpuQ, iOS,7/1/2020,7/1/2020,Đà Nẵng - Lâm Đồng,FtGCLhWQ2TPqVeUc7qC692of30naefCFDIkAnXAdPwE,2.9,normal,Sleeper,1,324000,New Customer
5BEQ0,w9AKjzA2za/pXgEsdL8A, Android,7/12/2020,7/13/2020,Bình Dương - Cần Thơ,0Ux89tgheeCC6snLC7N6WNyGQQBY7dVCk6IrG4BFNu4,2.5,normal,Sleeper,1,120000,Old Customer
MW09S,w9AKjzA2za/pXgEsdL8A, Android,7/2/2020,7/4/2020,Cần Thơ - Bình Dương,0Ux89tgheeCC6snLC7N6WNyGQQBY7dVCk6IrG4BFNu4,2.5,normal,Sleeper,1,180000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,120000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,120000,New Customer
9L141,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,120000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
1286O,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/18/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,288000,New Customer
9L141,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,120000,New Customer
I77LR,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/18/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,6,864000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
73133,w9SBjIhdpOZyKZEviZew, Android,7/9/2020,7/16/2020,Hồ Chí Minh - Bình Thuận,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,180000,New Customer
02R8Q,W9zab9hXS9Fv1EVN1Wiw, iOS,7/8/2020,7/15/2020,Hà Nội - Đà Nẵng,//XMzUqXBLuid6CtgJg45hztTkG81Ct2U+v76OCOWfk,3.9,normal,Sleeper,2,640000,New Customer
GL5IC,wA1IAT+W/yjoMVxuCd0g, Android,7/10/2020,7/15/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,176000,Old Customer
9A9BG,wA46kRuGRsEVeHhnZmPA, Android,8/27/2020,8/27/2020,Hà Nội - Nghệ An,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,160000,Old Customer
GLP90,wA46kRuGRsEVeHhnZmPA, Android,8/23/2020,8/24/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,240000,New Customer
JDV0K,wAd9vQNuCscFQLm3aOLw, iOS,7/17/2020,7/22/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,384000,New Customer
112A4,wAd9vQNuCscFQLm3aOLw, iOS,7/17/2020,7/21/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,256000,New Customer
88YGU,waeDidNfzPIhT7zOUDDg, iOS,7/9/2020,7/10/2020,Hà Nội - Hà Giang,ZrwuW5Qf2SBmHsI7DxdjKZLPRrHK1e63k0WX56HWCIo,4.7,limousine,Sleeper,1,420000,New Customer
59L16,wAg292N/oDPMWY9TW0yA, Android,7/1/2020,7/2/2020,Gia Lai - Đà Nẵng,OJHX/bGaz4I1GeNk/U+BhqCQ9I69F4/2wzUqkay6nkA,4.6,normal,Sleeper,1,240000,Old Customer
35LM6,wAIS29OxsBU8ny4/Gvjg, Android,7/19/2020,8/13/2020,Ninh Thuận - Hồ Chí Minh,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,268000,Old Customer
76FO2,wAIS29OxsBU8ny4/Gvjg, iOS,7/19/2020,8/13/2020,Ninh Thuận - Hồ Chí Minh,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,268000,Old Customer
Y99A0,WAIVTnZ/qIwog+i6s4Rg, iOS,7/25/2020,7/25/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,normal,Sleeper,2,600000,Old Customer
