booking_code,customer_id,ticket_source_name,created_date,trip_date,from_to,comp_id,bus_rating,vehicle_type,seat_type,quantity,total_fare,customer_type
8TB41,doFcwzN8U88BbFfZqBZA, iOS,7/14/2020,7/17/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,192000,Old Customer
EHS04,doFcwzN8U88BbFfZqBZA, iOS,7/9/2020,7/10/2020,Ninh Thuận - Hồ Chí Minh,fd9vqchy6vZtOpzux7edbUj4wxmmm4H/RPXrc2vuoLo,3.5,normal,Sleeper,1,128000,Old Customer
0SZZP,doFcwzN8U88BbFfZqBZA, iOS,7/3/2020,7/3/2020,Hồ Chí Minh - Ninh Thuận,IPFsJceyvMq/XkMzZ2QVKef/PeYq9+h2RXzk150R3uA,4.1,normal,Sleeper,1,128000,Old Customer
B29ZU,doFcwzN8U88BbFfZqBZA, iOS,7/2/2020,7/2/2020,Ninh Thuận - Hồ Chí Minh,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,180000,Old Customer
88546,dOgj6l711AHa7OsD0jkQ, iOS,7/26/2020,7/28/2020,Quảng Ninh - Hà Nội,j/dw7ZtOv1m1os6BhXM9R4gUik7WjzMBXnuJURni5XM,4.7,normal,Seater,1,200000,New Customer
4VVIE,dOkl5IJ9IaRD6OR3urSQ, iOS,7/28/2020,7/29/2020,Đắk Lắk - Hồ Chí Minh,TMNd/sHsKtfwR26A6ui8gUSYA173yZRtYCuuI92ORqo,3.8,limousine,Seater,1,200000,Old Customer
5T8VO,dOkl5IJ9IaRD6OR3urSQ, iOS,7/28/2020,7/29/2020,Đắk Lắk - Hồ Chí Minh,TMNd/sHsKtfwR26A6ui8gUSYA173yZRtYCuuI92ORqo,3.8,limousine,Seater,1,300000,Old Customer
S5Y0Y,dONVtZ2ukW2a/FyElTvA, iOS,7/16/2020,7/19/2020,Lào Cai - Thanh Hóa,B/krWmvwAMFG8zJgBEFEY4GQ2klwAPS8p7ap/Q9d3pw,4.3,normal,Sleeper,3,576000,Old Customer
H76C8,dONVtZ2ukW2a/FyElTvA, iOS,7/15/2020,7/17/2020,Hà Nội - Lào Cai,GJcG9s/gTOsW33ICdQhCgYeyX2o4UL6WZcJogASppxI,4.9,limousine,Seater,3,1224000,Old Customer
8VE8A,dOT5XZiNQvJYJuIETd5A, Android,7/26/2020,7/27/2020,Khánh Hòa - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,480000,New Customer
54W5Q,dp+c4/jK1d+a0lhyjfUQ, iOS,7/23/2020,7/24/2020,Hồ Chí Minh - Bình Định,ghiHMPDYNzX7f9Ds6+edrYLdWhdrLTzSL110K8ZIiIE,3.9,limousine,Sleeper,1,360000,Old Customer
0NE5Y,DQ47xvImv5h3uiCs6Qgw, Android,8/24/2020,8/28/2020,Hồ Chí Minh - Đắk Nông,92flOzpDXfO9DHsIL0Z8BEmdobPhmLLqunqo7Ba5DQc,5,normal,Sleeper,1,176000,New Customer
46J96,DQf4xX/jf2SdAk9gXjQQ, Android,8/15/2020,8/16/2020,Phú Yên - Hồ Chí Minh,1sJJt2mvT8zFLS+OGkt7Ru+T7LTg07uSzWb+dsbP5Zs,3.7,normal,Sleeper,1,276000,Old Customer
O86F6,DQf4xX/jf2SdAk9gXjQQ, Android,8/5/2020,8/7/2020,Hồ Chí Minh - Phú Yên,1sJJt2mvT8zFLS+OGkt7Ru+T7LTg07uSzWb+dsbP5Zs,3.7,limousine,Sleeper,1,276000,Old Customer
R1139,DQf4xX/jf2SdAk9gXjQQ, Android,7/22/2020,7/26/2020,Phú Yên - Hồ Chí Minh,ugVDwYZjDXEFvjunZSRZSCnO9l5d6xpNTTwMN22cAk0,4.2,normal,Sleeper,1,264000,Old Customer
AL1E1,DQf4xX/jf2SdAk9gXjQQ, Android,7/17/2020,7/17/2020,Hồ Chí Minh - Phú Yên,y1tWLX1ZGmpdJA+9r5hqKzCYRNQVfRvRjb+ToJj4a8U,5,normal,Sleeper,1,176000,New Customer
6BV5U,DQfFIzQMNYj9hSv5G/mg, Android,8/25/2020,8/26/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,240000,New Customer
13856,DQphR6FHynXAO1OooIew, iOS,7/27/2020,7/28/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lsflCU0tfkL7xAt53u1glgiDeVVPMwsRNQEojVnmVV4,3.5,limousine,Seater,2,256000,Old Customer
8R6GU,DQphR6FHynXAO1OooIew, iOS,7/19/2020,7/27/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lsflCU0tfkL7xAt53u1glgiDeVVPMwsRNQEojVnmVV4,3.5,normal,Seater,2,264000,New Customer
MQ299,DQQYAzljuwBQyLYZQZjA, iOS,7/14/2020,7/18/2020,Khánh Hòa - Hồ Chí Minh,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,limousine,Sleeper,4,1920000,Old Customer
68S7E,DQQYAzljuwBQyLYZQZjA, iOS,7/7/2020,7/15/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,4,1280000,New Customer
Q0H05,Dr8HCkpja4YLWokakTqw, Android,8/16/2020,8/17/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,240000,Old Customer
4RT0K,Dr8HCkpja4YLWokakTqw, Android,8/15/2020,8/15/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,160000,Old Customer
G39S8,Dr8HCkpja4YLWokakTqw, Android,8/14/2020,8/14/2020,Hồ Chí Minh - Lâm Đồng,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,360000,Old Customer
IU5A0,DrAmoaYM4jhNckWt4+Ow, iOS,8/20/2020,8/22/2020,Phú Yên - Hồ Chí Minh,ugVDwYZjDXEFvjunZSRZSCnO9l5d6xpNTTwMN22cAk0,4.2,limousine,Sleeper,3,840000,Old Customer
X1289,DrAmoaYM4jhNckWt4+Ow, iOS,7/23/2020,7/25/2020,Hồ Chí Minh - Phú Yên,ugVDwYZjDXEFvjunZSRZSCnO9l5d6xpNTTwMN22cAk0,4.2,limousine,Sleeper,3,1380000,Old Customer
5JFX9,DrGZmC1zhTCTZ7hE4igQ, iOS,7/9/2020,7/20/2020,Quảng Nam - Lâm Đồng,QD1gpTKWJ+s9GoXKygjQi4yj0j/aN7U5TAkckl5Iw1g,3.8,limousine,Sleeper,3,816000,New Customer
A88HC,DrjLxk9WNkq+UGkqwB5Q, Android,8/23/2020,8/23/2020,Khánh Hòa - Hồ Chí Minh,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,240000,Old Customer
655DU,DrLioUOXH82d+/jaKCtg, iOS,7/18/2020,7/19/2020,Lâm Đồng - Hồ Chí Minh,ayk80uAzTnGvzp0RBla2EmI54V+I208GEW97fhya/kk,4.8,limousine,Sleeper,2,544000,New Customer
69A8T,DrugpDpvd6oDB5f4haJQ, Android,7/28/2020,7/29/2020,Hồ Chí Minh - Khánh Hòa,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,2,576000,Old Customer
48300,DrugpDpvd6oDB5f4haJQ, Android,7/14/2020,7/16/2020,Khánh Hòa - Hồ Chí Minh,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,3,1296000,Old Customer
X0DPD,DrugpDpvd6oDB5f4haJQ, Android,7/11/2020,7/13/2020,Hồ Chí Minh - Khánh Hòa,L0Z0ODguduRKvp4eEjMvYJeC7hf83LayxXXrSZCVty0,3.3,normal,Sleeper,1,432000,Old Customer
IM614,DSGacBH9Su49vipLWmHQ, Android,7/28/2020,7/29/2020,Hồ Chí Minh - Thừa Thiên-Huế,e5/dz9X83T2NIxwsfPHPVtlHVoH2o6rLhGYL3Yh6dxs,2,normal,Sleeper,1,510000,New Customer
ML07A,DsjvDNwVdY7Qho7TBS2w, iOS,7/22/2020,7/23/2020,Hà Nội - Vĩnh Phúc,6vKk7uOgaZfniON1IeToLe965E66QlACg0FA4B11288,4.2,normal,Seater,1,156000,Old Customer
U288L,dSo+eIv43ybxDMvC2UQg, Android,7/12/2020,7/13/2020,Khánh Hòa - Hồ Chí Minh,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,normal,Sleeper,2,504000,Old Customer
2F6K6,DSrb47OHylOsydk9O8FA, iOS,7/24/2020,7/26/2020,Lâm Đồng - Hồ Chí Minh,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,limousine,Seater,1,240000,New Customer
33827,dsUBhjMoHsAf85hCHvNg, Android,7/19/2020,7/20/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,176000,Old Customer
KOTOO,DsVaHPGHu4P1eON3WPOQ, Android,8/26/2020,8/27/2020,Ninh Thuận - Hồ Chí Minh,15dx85jrzYJLfx8dXjBhROqzccBbYDyhgCgSh9X31as,4.7,normal,Sleeper,1,120000,New Customer
IF50A,dt1xC/W7VrMyB7Zlq3Rg, iOS,8/21/2020,9/5/2020,Ninh Thuận - Hồ Chí Minh,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,480000,Old Customer
VK71S,dt1xC/W7VrMyB7Zlq3Rg, iOS,8/21/2020,9/1/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,128000,Old Customer
6HQTY,dt1xC/W7VrMyB7Zlq3Rg, iOS,8/21/2020,8/28/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,360000,Old Customer
9UOI6,dt1xC/W7VrMyB7Zlq3Rg, iOS,7/19/2020,7/26/2020,Ninh Thuận - Hồ Chí Minh,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,384000,Old Customer
UIF2Q,dt1xC/W7VrMyB7Zlq3Rg, iOS,7/19/2020,7/24/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,2,256000,Old Customer
7HVW3,dt8GiWEfQsfUN88c/I6A, iOS,8/19/2020,8/21/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,1,216000,Old Customer
5R8N2,dt8GiWEfQsfUN88c/I6A, iOS,7/1/2020,7/2/2020,Hồ Chí Minh - Khánh Hòa,yAHSoGdqFFbvygkm6JuSl5azTpEbfujl9oIFJNS9Ckg,4.5,normal,Sleeper,2,432000,Old Customer
H24P9,dTF47nhwRpVjUwm4/TLA, iOS,7/12/2020,7/16/2020,Bình Dương - Lâm Đồng,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,1,216000,Old Customer
4T4WK,dTF47nhwRpVjUwm4/TLA, iOS,7/11/2020,7/16/2020,Bình Dương - Lâm Đồng,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,4,864000,Old Customer
3TY86,dTF47nhwRpVjUwm4/TLA, iOS,7/7/2020,7/16/2020,Bình Dương - Lâm Đồng,XGcelD8HYGDzuWvv5sTinpi5oSx7FpFBjy6wspcd4qQ,1.7,normal,Seater,5,720000,New Customer
1TT0P,dtphIQ1TdHhp0I1MQLPg, iOS,8/17/2020,8/21/2020,Khánh Hòa - Hồ Chí Minh,lzhqg6Sxvu3u54zGoKnzdQ50NGJGZ8vPhJd/pXcUn0c,4.4,limousine,Sleeper,1,288000,Old Customer
06WEB,dtphIQ1TdHhp0I1MQLPg, iOS,7/19/2020,7/19/2020,Khánh Hòa - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,240000,Old Customer
I13R3,dU+yyDmntiKAaWUrLKvw, iOS,7/15/2020,7/16/2020,Hồ Chí Minh - Cà Mau,XlYFWzOE4K03YsppJOEJZLzZ7BtLcVrjXDjCNPu5v/M,4.5,limousine,Sleeper,1,204000,New Customer
1LR9Q,du32SLLFN66eLgNiwIpw, iOS,7/17/2020,7/18/2020,Hồ Chí Minh - Bình Thuận,XhAjvsbqEnxmzlHYze3lslQ32FQ8tpO0uE7NjDLgb6o,3.7,limousine,Seater,2,600000,New Customer
X53EK,du32SLLFN66eLgNiwIpw, iOS,7/17/2020,7/19/2020,Bình Thuận - Hồ Chí Minh,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,2,360000,New Customer
96319,DuBI0AQX2luMExr3lHaA, Android,7/15/2020,7/20/2020,Hồ Chí Minh - Khánh Hòa,ZX/uWhvaphDQluCb+boYgAgnU3wOaCIinCarURzrCXc,4.6,limousine,Sleeper,2,640000,Old Customer
5FXIA,dUFcCKTC1uRCwSspfIdQ, Android,7/23/2020,7/24/2020,Lào Cai - Thái Bình,LbJR6awLzaBzofhk/s7mLJa96Yay5jV/zmSEUlrHJog,3.7,normal,Sleeper,2,480000,New Customer
853CF,dUpt4Nf9l1mN+XqDsfNQ, Android,8/10/2020,8/10/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
6VHQ0,dUpt4Nf9l1mN+XqDsfNQ, Android,7/26/2020,7/27/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
T505L,dUpt4Nf9l1mN+XqDsfNQ, Android,7/17/2020,7/17/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,80000,Old Customer
FM47R,dUpt4Nf9l1mN+XqDsfNQ, Android,7/11/2020,7/12/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,2,160000,Old Customer
91LF7,dUpt4Nf9l1mN+XqDsfNQ, Android,7/10/2020,7/10/2020,Hải Phòng - Hà Nội,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
2QP10,dUpt4Nf9l1mN+XqDsfNQ, Android,7/3/2020,7/3/2020,Hà Nội - Hải Phòng,HzeMkrKlOA3bIoNa4t7zcouqsc9WDAziKuANbin0Joc,4.6,limousine,Seater,1,120000,Old Customer
L6Y09,DuVTtdXvt0tefxJ3ihCg, iOS,7/4/2020,7/12/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,256000,Old Customer
8X042,DuVTtdXvt0tefxJ3ihCg, iOS,7/2/2020,7/10/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,2,384000,New Customer
C60Z3,DV3GQ21zt9qaitSKCVNw, Android,7/12/2020,7/18/2020,Hồ Chí Minh - Lâm Đồng,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,2,720000,New Customer
C4M65,dv53WThGT70m/tcgYWWw, Android,7/28/2020,7/29/2020,Bắc Giang - Thanh Hóa,4BoHuwyi6vGhvHib6DaUexxPeXERY6sgXgBp7nqQ17o,2.7,limousine,Sleeper,1,216000,New Customer
14CH6,dv53WThGT70m/tcgYWWw, Android,7/28/2020,7/30/2020,Thanh Hóa - Bắc Giang,4BoHuwyi6vGhvHib6DaUexxPeXERY6sgXgBp7nqQ17o,2.7,limousine,Sleeper,1,144000,New Customer
MFU7P,DVB2pwIHH+OlLr7yuNlg, iOS,8/17/2020,8/17/2020,Khánh Hòa - Hồ Chí Minh,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,1,420000,Old Customer
SN49W,DVB2pwIHH+OlLr7yuNlg, iOS,8/15/2020,8/15/2020,Hồ Chí Minh - Khánh Hòa,ZNDdklXZ9heMhXqaslijfMjcAbbS/VEli9GIYriP7CQ,4.2,normal,Sleeper,1,216000,Old Customer
6I8A5,dvfJ+NxNEo7wOYSUHhxA, iOS,8/5/2020,8/5/2020,Hồ Chí Minh - Ninh Thuận,ubHxFXyvzZuOuA+ksXbqADGS8jpol/L/3ETRaZaCbCE,4.2,normal,Sleeper,1,160000,New Customer
2C87F,dVkJo+mdOc4LsmGyxcKQ, iOS,7/5/2020,7/15/2020,Hồ Chí Minh - Khánh Hòa,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,limousine,Sleeper,2,640000,New Customer
347AR,dx+CbjecAX0NMXx5uxkA, iOS,7/15/2020,7/28/2020,Lâm Đồng - Bình Dương,jNPO7+b/j9cYdfMaiHsSIeBAQVmZnNw1i865WHHVkZI,4,normal,Sleeper,3,648000,New Customer
B7O56,dx4+npoKGlEUTupWCUTA, iOS,7/11/2020,7/13/2020,Đà Nẵng - Hà Nội,js01A48IbV+eIM52pnQiqtd6iaRHV0HPM5m3209lwYI,4.2,normal,Sleeper,2,656000,New Customer
X35US,dXBMwUC2Wa7yXCsnBjcQ, iOS,8/1/2020,8/1/2020,Hồ Chí Minh - Khánh Hòa,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,normal,Sleeper,1,240000,Old Customer
4P0F9,dXBMwUC2Wa7yXCsnBjcQ, iOS,7/26/2020,7/27/2020,Khánh Hòa - Hồ Chí Minh,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,limousine,Sleeper,2,640000,New Customer
EK854,DXguE5oVppINpUOph9gQ, iOS,8/3/2020,8/3/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,1,192000,Old Customer
367B6,DXguE5oVppINpUOph9gQ, iOS,7/19/2020,7/19/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,1,192000,Old Customer
2K4DG,DXguE5oVppINpUOph9gQ, iOS,7/3/2020,7/4/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,lLV8hRohIkGlsw/SwJRqvbXYk1y1VUs79EtD/Rf7UNc,4.7,limousine,Seater,1,192000,Old Customer
1JC51,DxPPF2E8RydmmplnL/2g, Android,7/24/2020,7/26/2020,Bình Định - Hồ Chí Minh,ghiHMPDYNzX7f9Ds6+edrYLdWhdrLTzSL110K8ZIiIE,3.9,limousine,Sleeper,2,720000,Old Customer
R5HQE,DxPPF2E8RydmmplnL/2g, Android,7/16/2020,7/22/2020,Hồ Chí Minh - Bình Định,ghiHMPDYNzX7f9Ds6+edrYLdWhdrLTzSL110K8ZIiIE,3.9,limousine,Sleeper,2,720000,New Customer
XE45G,dYOjxfeJmrOXMbd5HUJA, iOS,8/27/2020,9/2/2020,Lâm Đồng - Hồ Chí Minh,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,limousine,Seater,1,240000,Old Customer
RWU1D,dYOjxfeJmrOXMbd5HUJA, iOS,8/26/2020,8/28/2020,Hồ Chí Minh - Lâm Đồng,6ByIZdC7qv8Nq0iDmaK5Q2V9sdb9R0oXMzAOz1d82Hs,4,limousine,Seater,1,360000,Old Customer
NF40T,DZN09qHuKMZV5P9BpB1w, iOS,7/27/2020,7/30/2020,Khánh Hòa - Hồ Chí Minh,1LWVQGpaxkWM2fQZc1PQh+B0m87rHQGbSOf3hM48uCs,4.1,normal,Sleeper,2,608000,Old Customer
6AY09,DZN09qHuKMZV5P9BpB1w, iOS,7/19/2020,7/20/2020,Khánh Hòa - Hồ Chí Minh,30dR03KsYbSO+A+wNXESZLvmAmMzwcnPxZT7b1bxioA,2.9,limousine,Sleeper,2,648000,New Customer
5WIU6,dZsUO0n6ahIKyzR0Ihkw, Android,7/9/2020,7/10/2020,Hà Nội - Hà Tĩnh,tPxCXEngqFxTt2dAgJCelHZJekQENbf4ONQmWcBzqNg,3,normal,Sleeper,1,160000,Old Customer
XG66F,dZVriAaJd4ggpRvx8mXA, Android,7/10/2020,7/13/2020,Hồ Chí Minh - Khánh Hòa,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,limousine,Sleeper,1,336000,New Customer
MI6VB,e/0GBQmW07FkR/EIh6Rg, iOS,7/30/2020,7/31/2020,Cần Thơ - Hồ Chí Minh,cnpnkH+fT1OWzOc++cOLb0NC65Ml0nUh6WLmMpzB3g8,4.1,limousine,Seater,2,432000,Old Customer
63YY6,e/0GBQmW07FkR/EIh6Rg, iOS,7/28/2020,7/30/2020,Hồ Chí Minh - Cần Thơ,cnpnkH+fT1OWzOc++cOLb0NC65Ml0nUh6WLmMpzB3g8,4.1,limousine,Seater,2,288000,Old Customer
O0B98,E/HmaSMHy6NG6je74Tgw, iOS,8/25/2020,8/26/2020,Tiền Giang - Hồ Chí Minh,OQM6ZodIZXfhqhqQq/fOO3ngReV0ane4m0AFeGUogew,4.4,normal,Seater,1,84000,New Customer
PE090,E/IJ9Hjh2EpAQ8g2LvpQ, iOS,8/8/2020,8/9/2020,Khánh Hòa - Hồ Chí Minh,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,288000,Old Customer
6Y9C8,E/IJ9Hjh2EpAQ8g2LvpQ, iOS,8/6/2020,8/7/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,288000,Old Customer
GPI39,E/IJ9Hjh2EpAQ8g2LvpQ, iOS,7/18/2020,7/19/2020,Hồ Chí Minh - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,264000,Old Customer
253YU,E/m4vpiOoIl1kjeEqo0A, Android,7/8/2020,7/10/2020,Hồ Chí Minh - Ninh Thuận,ArTcLcsVc9jq4IEWiBcE9KySLs0N+bUQGyqcF2cvYus,4.2,normal,Sleeper,1,192000,Old Customer
1YOX8,E+dVcL5NTvTCrSJvMXJA, Android,7/10/2020,7/10/2020,Hồ Chí Minh - Vĩnh Long,SEdmxcaTjEz8RRJpPM13Dwn+U/G9IxtHIfDULi6fxBI,4.1,normal,Sleeper,1,96000,Old Customer
36HGI,e+sIfKOflDhApXi09Xqg, Android,8/10/2020,8/13/2020,Hồ Chí Minh - Lâm Đồng,Pw7LFgtuO38fS/ZQ9QuvXAhr4IpN5/apxlMG/6mpEVM,5,normal,Sleeper,1,180000,New Customer
P2VVI,e0dhIwXO2biETlH1L4Bg, iOS,7/10/2020,7/17/2020,Hồ Chí Minh - Khánh Hòa,P57UqyeJhRKYqWo206C6ygntgl5aZGmHzcRiRYUjEYs,4.4,normal,Sleeper,1,160000,Old Customer
DNXLI,E0mlca92+P7YjTdcc2xw, iOS,8/11/2020,8/11/2020,Hồ Chí Minh - Gia Lai,3HjpDgOfE67EFyTO4ceJxcRzXBCIj8CVoyeKZh2qgDo,4.4,limousine,Sleeper,1,280000,New Customer
N4J4J,E0RapIbpdLkSaQ8NM63g, iOS,8/7/2020,8/18/2020,Hồ Chí Minh - Đắk Lắk,f5iFSOWphf0KrtQ/iz6GOWzi392IpUDzr35bdnQNvd0,4.1,limousine,Sleeper,1,360000,New Customer
4JG91,e0xyQQNrFONR0NGSLhgw, Android,7/15/2020,7/16/2020,Ninh Thuận - Đà Nẵng,lisduyUp465L8HLUQobHKgfcQngcQ03QKuaUhBiMMMw,1,normal,Sleeper,1,384000,Old Customer
ZAF66,E16TMExvEqixvQCCAnnQ, iOS,7/28/2020,7/30/2020,Cần Thơ - Khánh Hòa,EFEEX1zXjDnSp9aYF/1EonrBzI7uvTyNVKbE/Wf79U8,3,normal,Sleeper,1,240000,New Customer
0JR1Z,E3R/jYCXKz5k+cBYpSZw, iOS,7/16/2020,7/17/2020,Nghệ An - Đà Nẵng,tnjIFP5Kba6/Euqy7lPE+ZYNoRHdxOg2fKdO/MSyInI,4.2,normal,Sleeper,1,276000,New Customer
47B98,e3tADoWXZnfz4QST0nCA, Android,8/5/2020,8/7/2020,Hồ Chí Minh - Kiên Giang,OJR6c4Dznvo3s55VV29CkKBAXxDyv3ZGzkkZU+2AQHM,4.9,limousine,Sleeper,2,672000,New Customer
II20E,e45XsXilSxw+wlIDA9wg, iOS,7/29/2020,7/31/2020,Đắk Lắk - Hồ Chí Minh,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,2,608000,Old Customer
2Q42A,e45XsXilSxw+wlIDA9wg, iOS,7/29/2020,7/29/2020,Hồ Chí Minh - Đắk Lắk,VQskpo8A72uzGQSXOP04omN3AHsYV5orHuSrObloJV8,4.5,limousine,Sleeper,1,456000,Old Customer
H0GUT,E4AzWp2jQ/s8+av70f0g, iOS,8/23/2020,8/25/2020,Hồ Chí Minh - Cần Thơ,cnpnkH+fT1OWzOc++cOLb0NC65Ml0nUh6WLmMpzB3g8,4.1,limousine,Seater,1,216000,New Customer
A1286,e4LAISdjHZEjJO4a2qow, iOS,8/27/2020,8/30/2020,Bà Rịa-Vũng Tàu - Hồ Chí Minh,AAkxgTNuXvJtl9C76EfD573eJEQ2a2FUlmkR0qW3Rtg,4.2,limousine,Seater,4,768000,New Customer
929NG,e4LAISdjHZEjJO4a2qow, iOS,8/27/2020,8/29/2020,Hồ Chí Minh - Bà Rịa-Vũng Tàu,AAkxgTNuXvJtl9C76EfD573eJEQ2a2FUlmkR0qW3Rtg,4.2,limousine,Seater,4,512000,New Customer
58Z06,E4NLJEeXSFgoJWD+TGpA, Android,8/25/2020,8/27/2020,Hà Nội - Hà Tĩnh,TTCQDgMJzRNRzF3M4o5fNxqZuIZxw+vAXTAYJ6aCcA0,4.9,normal,Sleeper,1,300000,New Customer
OP1W5,E4NLJEeXSFgoJWD+TGpA, Android,8/25/2020,8/28/2020,Nghệ An - Hà Nội,G29Krp2D4RNoD3mBRPI76T1M+EN4CaHcAVNRxWXFSfA,4.4,limousine,Sleeper,1,160000,New Customer
81JU6,E4yLYwXE/I789meMf3vA, iOS,7/2/2020,7/2/2020,Lâm Đồng - Hồ Chí Minh,0EMFMA6vikQTNUEnZHY5c/NkwOjy2F8woFfKbFL1W7A,4.2,limousine,Seater,1,160000,New Customer
